68ce199ec2c5517597ce0a4d89620f55,consumer,Consumer Vehicle,Light Duty Truck/Passenger Vehicle: Ranges from 0 to 14000 lb.,MobileDevice
eed5af6add95a9a6f1252739b1ad8c24,fleet,For Hire / Private Trucking Fleets,Heavy Duty Trucks: > 26000 lb.,EmbeddedGPS
3988c7f88ebcb58c6ce932b957b6f332,fleet,Field Service / Local Delivery Fleets,Medium Duty Trucks / Vans: ranges from 14001-26000 lb.,EmbeddedGPS
fe9fc289c3ff0af142b6d3bead98a923,fleet,Field Service / Local Delivery Fleets,Medium Duty Trucks / Vans: ranges from 14001-26000 lb.,EmbeddedGPS
82aa4b0af34c2313a562076992e50aa3,fleet,Field Service / Local Delivery Fleets,Medium Duty Trucks / Vans: ranges from 14001-26000 lb.,EmbeddedGPS
13f9896df61279c928f19721878fac41,fleet,Taxi / Shuttle / Town Car Service Fleets,Light Duty Truck/Passenger Vehicle: Ranges from 0 to 14000 lb.,EmbeddedGPS
42e7aaa88b48137a16a1acd04ed91125,consumer,Consumer Vehicle,Light Duty Truck/Passenger Vehicle: Ranges from 0 to 14000 lb.,MobileDevice
f2217062e9a397a1dca429e7d70bc6ca,consumer,Consumer Vehicle,Light Duty Truck/Passenger Vehicle: Ranges from 0 to 14000 lb.,MobileDevice
7ef605fc8dba5425d6965fbd4c8fbe1f,consumer,Consumer Vehicle,Light Duty Truck/Passenger Vehicle: Ranges from 0 to 14000 lb.,MobileDevice
58a2fc6ed39fd083f55d4182bf88826d,fleet,Field Service / Local Delivery Fleets,Medium Duty Trucks / Vans: ranges from 14001-26000 lb.,EmbeddedGPS
0f49c89d1e7298bb9930789c8ed59d48,consumer,Consumer Vehicle,Light Duty Truck/Passenger Vehicle: Ranges from 0 to 14000 lb.,EmbeddedGPS
24b16fede9a67c9251d3e7c7161c83ac,fleet,Field Service / Local Delivery Fleets,Medium Duty Trucks / Vans: ranges from 14001-26000 lb.,EmbeddedGPS
66808e327dc79d135ba18e051673d906,fleet,Field Service / Local Delivery Fleets,Medium Duty Trucks / Vans: ranges from 14001-26000 lb.,EmbeddedGPS
69cb3ea317a32c4e6143e665fdb20b14,fleet,Taxi / Shuttle / Town Car Service Fleets,Light Duty Truck/Passenger Vehicle: Ranges from 0 to 14000 lb.,EmbeddedGPS
0bb4aec1710521c12ee76289d9440817,consumer,Consumer Vehicle,Light Duty Truck/Passenger Vehicle: Ranges from 0 to 14000 lb.,MobileDevice
a8c88a0055f636e4a163a5e3d16adab7,fleet,Field Service / Local Delivery Fleets,Medium Duty Trucks / Vans: ranges from 14001-26000 lb.,EmbeddedGPS
a01a0380ca3c61428c26a231f0e49a09,fleet,Field Service / Local Delivery Fleets,Medium Duty Trucks / Vans: ranges from 14001-26000 lb.,EmbeddedGPS
38af86134b65d0f10fe33d30dd76442e,consumer,Consumer Vehicle,Light Duty Truck/Passenger Vehicle: Ranges from 0 to 14000 lb.,EmbeddedGPS
6faa8040da20ef399b63a72d0e4ab575,consumer,Consumer Vehicle,Light Duty Truck/Passenger Vehicle: Ranges from 0 to 14000 lb.,EmbeddedGPS
82cec96096d4281b7c95cd7e74623496,consumer,Consumer Vehicle,Light Duty Truck/Passenger Vehicle: Ranges from 0 to 14000 lb.,EmbeddedGPS
ddb30680a691d157187ee1cf9e896d03,consumer,Consumer Vehicle,Light Duty Truck/Passenger Vehicle: Ranges from 0 to 14000 lb.,EmbeddedGPS
0e01938fc48a2cfb5f2217fbfb00722d,fleet,Field Service / Local Delivery Fleets,Medium Duty Trucks / Vans: ranges from 14001-26000 lb.,EmbeddedGPS
5ef698cd9fe650923ea331c15af3b160,fleet,Field Service / Local Delivery Fleets,Medium Duty Trucks / Vans: ranges from 14001-26000 lb.,EmbeddedGPS
2421fcb1263b9530df88f7f002e78ea5,fleet,For Hire / Private Trucking Fleets,Heavy Duty Trucks: > 26000 lb.,EmbeddedGPS
140f6969d5213fd0ece03148e62e461e,fleet,For Hire / Private Trucking Fleets,Heavy Duty Trucks: > 26000 lb.,EmbeddedGPS
31fefc0e570cb3860f2a6d4b38c6490d,fleet,For Hire / Private Trucking Fleets,Heavy Duty Trucks: > 26000 lb.,EmbeddedGPS
5b8add2a5d98b1a652ea7fd72d942dac,consumer,Consumer Vehicle,Light Duty Truck/Passenger Vehicle: Ranges from 0 to 14000 lb.,EmbeddedGPS
49ae49a23f67c759bf4fc791ba842aa2,consumer,Consumer Vehicle,Light Duty Truck/Passenger Vehicle: Ranges from 0 to 14000 lb.,MobileDevice
8e6b42f1644ecb1327dc03ab345e618b,consumer,Consumer Vehicle,Light Duty Truck/Passenger Vehicle: Ranges from 0 to 14000 lb.,MobileDevice
cfee398643cbc3dc5eefc89334cacdc1,consumer,Consumer Vehicle,Light Duty Truck/Passenger Vehicle: Ranges from 0 to 14000 lb.,MobileDevice
52720e003547c70561bf5e03b95aa99f,consumer,Consumer Vehicle,Light Duty Truck/Passenger Vehicle: Ranges from 0 to 14000 lb.,EmbeddedGPS
9fd81843ad7f202f26c1a174c7357585,consumer,Consumer Vehicle,Light Duty Truck/Passenger Vehicle: Ranges from 0 to 14000 lb.,EmbeddedGPS
c3e878e27f52e2a57ace4d9a76fd9acf,consumer,Consumer Vehicle,Light Duty Truck/Passenger Vehicle: Ranges from 0 to 14000 lb.,EmbeddedGPS
1700002963a49da13542e0726b7bb758,consumer,Consumer Vehicle,Light Duty Truck/Passenger Vehicle: Ranges from 0 to 14000 lb.,EmbeddedGPS
ab817c9349cf9c4f6877e1894a1faa00,consumer,Consumer Vehicle,Light Duty Truck/Passenger Vehicle: Ranges from 0 to 14000 lb.,EmbeddedGPS
e836d813fd184325132fca8edcdfb40e,consumer,Consumer Vehicle,Light Duty Truck/Passenger Vehicle: Ranges from 0 to 14000 lb.,EmbeddedGPS
37bc2f75bf1bcfe8450a1a41c200364c,consumer,Consumer Vehicle,Light Duty Truck/Passenger Vehicle: Ranges from 0 to 14000 lb.,MobileDevice
3ef815416f775098fe977004015c6193,fleet,For Hire / Private Trucking Fleets,Heavy Duty Trucks: > 26000 lb.,EmbeddedGPS
7eabe3a1649ffa2b3ff8c02ebfd5659f,fleet,For Hire / Private Trucking Fleets,Heavy Duty Trucks: > 26000 lb.,EmbeddedGPS
fccb60fb512d13df5083790d64c4d5dd,consumer,Consumer Vehicle,Light Duty Truck/Passenger Vehicle: Ranges from 0 to 14000 lb.,EmbeddedGPS
a4f23670e1833f3fdb077ca70bbd5d66,consumer,Consumer Vehicle,Light Duty Truck/Passenger Vehicle: Ranges from 0 to 14000 lb.,MobileDevice
bcbe3365e6ac95ea2c0343a2395834dd,fleet,Field Service / Local Delivery Fleets,Medium Duty Trucks / Vans: ranges from 14001-26000 lb.,EmbeddedGPS
060ad92489947d410d897474079c1477,fleet,Field Service / Local Delivery Fleets,Medium Duty Trucks / Vans: ranges from 14001-26000 lb.,EmbeddedGPS
13fe9d84310e77f13a6d184dbf1232f3,fleet,Field Service / Local Delivery Fleets,Medium Duty Trucks / Vans: ranges from 14001-26000 lb.,EmbeddedGPS
115f89503138416a242f40fb7d7f338e,fleet,Field Service / Local Delivery Fleets,Medium Duty Trucks / Vans: ranges from 14001-26000 lb.,EmbeddedGPS
6da9003b743b65f4c0ccd295cc484e57,fleet,Field Service / Local Delivery Fleets,Medium Duty Trucks / Vans: ranges from 14001-26000 lb.,EmbeddedGPS
9a96876e2f8f3dc4f3cf45f02c61c0c1,consumer,Consumer Vehicle,Light Duty Truck/Passenger Vehicle: Ranges from 0 to 14000 lb.,MobileDevice
821fa74b50ba3f7cba1e6c53e8fa6845,consumer,Consumer Vehicle,Light Duty Truck/Passenger Vehicle: Ranges from 0 to 14000 lb.,EmbeddedGPS
6bb61e3b7bce0931da574d19d1d82c88,consumer,Consumer Vehicle,Light Duty Truck/Passenger Vehicle: Ranges from 0 to 14000 lb.,EmbeddedGPS
5d7b9adcbe1c629ec722529dd12e5129,consumer,Consumer Vehicle,Light Duty Truck/Passenger Vehicle: Ranges from 0 to 14000 lb.,MobileDevice
b706835de79a2b4e80506f582af3676a,consumer,Consumer Vehicle,Light Duty Truck/Passenger Vehicle: Ranges from 0 to 14000 lb.,MobileDevice
a666587afda6e89aec274a3657558a27,fleet,Field Service / Local Delivery Fleets,Medium Duty Trucks / Vans: ranges from 14001-26000 lb.,EmbeddedGPS
9dcb88e0137649590b755372b040afad,consumer,Consumer Vehicle,Light Duty Truck/Passenger Vehicle: Ranges from 0 to 14000 lb.,MobileDevice
f0935e4cd5920aa6c7c996a5ee53a70f,consumer,Consumer Vehicle,Light Duty Truck/Passenger Vehicle: Ranges from 0 to 14000 lb.,EmbeddedGPS
cfecdb276f634854f3ef915e2e980c31,consumer,Consumer Vehicle,Light Duty Truck/Passenger Vehicle: Ranges from 0 to 14000 lb.,MobileDevice
