"B19013_001E","B19013_001M","GEO_ID","NAME"
"Estimate!!Median household income in the past 12 months (in 2020 inflation-adjusted dollars)","Margin of Error!!Median household income in the past 12 months (in 2020 inflation-adjusted dollars)","id","Geographic Area Name"
"62750","12956","1500000US530110415001","Block Group 1, Census Tract 415, Clark County, Washington"
"67885","27923","1500000US530110415002","Block Group 2, Census Tract 415, Clark County, Washington"
"63750","60898","1500000US530110415003","Block Group 3, Census Tract 415, Clark County, Washington"
"30987","15686","1500000US530110416001","Block Group 1, Census Tract 416, Clark County, Washington"
"52222","11706","1500000US530110416002","Block Group 2, Census Tract 416, Clark County, Washington"
"48929","22563","1500000US530110417001","Block Group 1, Census Tract 417, Clark County, Washington"
"50915","8493","1500000US530110417002","Block Group 2, Census Tract 417, Clark County, Washington"
"49141","4770","1500000US530110418001","Block Group 1, Census Tract 418, Clark County, Washington"
"51875","10124","1500000US530110418002","Block Group 2, Census Tract 418, Clark County, Washington"
"85909","58950","1500000US530110418003","Block Group 3, Census Tract 418, Clark County, Washington"
"50873","12428","1500000US530110419001","Block Group 1, Census Tract 419, Clark County, Washington"
"85787","13534","1500000US530110419002","Block Group 2, Census Tract 419, Clark County, Washington"
"62969","21983","1500000US530110420001","Block Group 1, Census Tract 420, Clark County, Washington"
"103214","41767","1500000US530110420002","Block Group 2, Census Tract 420, Clark County, Washington"
"82826","21911","1500000US530110421001","Block Group 1, Census Tract 421, Clark County, Washington"
"78914","5860","1500000US530110421002","Block Group 2, Census Tract 421, Clark County, Washington"
"46921","11133","1500000US530110423001","Block Group 1, Census Tract 423, Clark County, Washington"
"14800","12820","1500000US530110423002","Block Group 2, Census Tract 423, Clark County, Washington"
"75121","29868","1500000US530110423003","Block Group 3, Census Tract 423, Clark County, Washington"
"40208","10312","1500000US530110424001","Block Group 1, Census Tract 424, Clark County, Washington"
"24432","12002","1500000US530110424002","Block Group 2, Census Tract 424, Clark County, Washington"
"56204","19886","1500000US530110425001","Block Group 1, Census Tract 425, Clark County, Washington"
"46500","20923","1500000US530110425002","Block Group 2, Census Tract 425, Clark County, Washington"
"63362","10495","1500000US530110426011","Block Group 1, Census Tract 426.01, Clark County, Washington"
"53027","10709","1500000US530110426021","Block Group 1, Census Tract 426.02, Clark County, Washington"
"54605","19849","1500000US530110426022","Block Group 2, Census Tract 426.02, Clark County, Washington"
"43324","12205","1500000US530110427001","Block Group 1, Census Tract 427, Clark County, Washington"
"41000","17143","1500000US530110427002","Block Group 2, Census Tract 427, Clark County, Washington"
"46103","12289","1500000US530110427003","Block Group 3, Census Tract 427, Clark County, Washington"
"85536","48497","1500000US530110428001","Block Group 1, Census Tract 428, Clark County, Washington"
"66934","8769","1500000US530110428002","Block Group 2, Census Tract 428, Clark County, Washington"
"90250","45924","1500000US530110429001","Block Group 1, Census Tract 429, Clark County, Washington"
"94625","15335","1500000US530110430001","Block Group 1, Census Tract 430, Clark County, Washington"
"50349","3621","1500000US530110430002","Block Group 2, Census Tract 430, Clark County, Washington"
"56397","10455","1500000US530110431001","Block Group 1, Census Tract 431, Clark County, Washington"
"140100","20709","1500000US530110431002","Block Group 2, Census Tract 431, Clark County, Washington"
"104444","70531","1500000US530110431003","Block Group 3, Census Tract 431, Clark County, Washington"
"69545","62365","1500000US530110431004","Block Group 4, Census Tract 431, Clark County, Washington"
"89886","16128","1500000US530139602001","Block Group 1, Census Tract 9602, Columbia County, Washington"
"44474","22615","1500000US530139602002","Block Group 2, Census Tract 9602, Columbia County, Washington"
"57942","2704","1500000US530139602003","Block Group 3, Census Tract 9602, Columbia County, Washington"
"77396","20118","1500000US530139602004","Block Group 4, Census Tract 9602, Columbia County, Washington"
"46125","9883","1500000US530139602005","Block Group 5, Census Tract 9602, Columbia County, Washington"
"21286","4901","1500000US530150004001","Block Group 1, Census Tract 4, Cowlitz County, Washington"
"49511","16990","1500000US530150004002","Block Group 2, Census Tract 4, Cowlitz County, Washington"
"54605","14092","1500000US530150004003","Block Group 3, Census Tract 4, Cowlitz County, Washington"
"-","**","1500000US530150004004","Block Group 4, Census Tract 4, Cowlitz County, Washington"
"37834","13622","1500000US530150004005","Block Group 5, Census Tract 4, Cowlitz County, Washington"
"47375","39801","1500000US530150004006","Block Group 6, Census Tract 4, Cowlitz County, Washington"
"46378","6790","1500000US530150005011","Block Group 1, Census Tract 5.01, Cowlitz County, Washington"
"86222","39751","1500000US530150005012","Block Group 2, Census Tract 5.01, Cowlitz County, Washington"
"27891","17678","1500000US530150005013","Block Group 3, Census Tract 5.01, Cowlitz County, Washington"
"43438","5950","1500000US530150005021","Block Group 1, Census Tract 5.02, Cowlitz County, Washington"
"34937","17349","1500000US530150005022","Block Group 2, Census Tract 5.02, Cowlitz County, Washington"
"35611","11978","1500000US530150005023","Block Group 3, Census Tract 5.02, Cowlitz County, Washington"
"22460","10947","1500000US530150006011","Block Group 1, Census Tract 6.01, Cowlitz County, Washington"
"68750","23321","1500000US530150006012","Block Group 2, Census Tract 6.01, Cowlitz County, Washington"
"42500","11605","1500000US530150006013","Block Group 3, Census Tract 6.01, Cowlitz County, Washington"
"48359","8373","1500000US530150006014","Block Group 4, Census Tract 6.01, Cowlitz County, Washington"
"79500","36207","1500000US530150006021","Block Group 1, Census Tract 6.02, Cowlitz County, Washington"
"77938","20793","1500000US530150006022","Block Group 2, Census Tract 6.02, Cowlitz County, Washington"
"63750","15355","1500000US530150006023","Block Group 3, Census Tract 6.02, Cowlitz County, Washington"
"67031","7108","1500000US530150007021","Block Group 1, Census Tract 7.02, Cowlitz County, Washington"
"47716","7512","1500000US530150007022","Block Group 2, Census Tract 7.02, Cowlitz County, Washington"
"41953","12497","1500000US530150007031","Block Group 1, Census Tract 7.03, Cowlitz County, Washington"
"68750","23766","1500000US530150007051","Block Group 1, Census Tract 7.05, Cowlitz County, Washington"
"29679","12538","1500000US530150007052","Block Group 2, Census Tract 7.05, Cowlitz County, Washington"
"77632","31011","1500000US530150007061","Block Group 1, Census Tract 7.06, Cowlitz County, Washington"
"49500","31988","1500000US530150007062","Block Group 2, Census Tract 7.06, Cowlitz County, Washington"
"93750","17762","1500000US530150008011","Block Group 1, Census Tract 8.01, Cowlitz County, Washington"
"90179","18022","1500000US530150008012","Block Group 2, Census Tract 8.01, Cowlitz County, Washington"
"83370","16029","1500000US530150008021","Block Group 1, Census Tract 8.02, Cowlitz County, Washington"
"73651","6159","1500000US530150008022","Block Group 2, Census Tract 8.02, Cowlitz County, Washington"
"100781","66923","1500000US530150008023","Block Group 3, Census Tract 8.02, Cowlitz County, Washington"
"82399","40242","1500000US530150008024","Block Group 4, Census Tract 8.02, Cowlitz County, Washington"
"29148","16349","1500000US530150009011","Block Group 1, Census Tract 9.01, Cowlitz County, Washington"
"85491","35035","1500000US530150009012","Block Group 2, Census Tract 9.01, Cowlitz County, Washington"
"106875","33906","1500000US530150009013","Block Group 3, Census Tract 9.01, Cowlitz County, Washington"
"58800","20558","1500000US530150009021","Block Group 1, Census Tract 9.02, Cowlitz County, Washington"
"84688","23469","1500000US530150009022","Block Group 2, Census Tract 9.02, Cowlitz County, Washington"
"36417","21412","1500000US530150010001","Block Group 1, Census Tract 10, Cowlitz County, Washington"
"33750","27486","1500000US530150010002","Block Group 2, Census Tract 10, Cowlitz County, Washington"
"36008","27415","1500000US530150011001","Block Group 1, Census Tract 11, Cowlitz County, Washington"
"-","**","1500000US530150011002","Block Group 2, Census Tract 11, Cowlitz County, Washington"
"-","**","1500000US530150011003","Block Group 3, Census Tract 11, Cowlitz County, Washington"
"37778","19402","1500000US530150011004","Block Group 4, Census Tract 11, Cowlitz County, Washington"
"41460","8288","1500000US530150011005","Block Group 5, Census Tract 11, Cowlitz County, Washington"
"38917","15811","1500000US530150011006","Block Group 6, Census Tract 11, Cowlitz County, Washington"
"48024","17101","1500000US530150011007","Block Group 7, Census Tract 11, Cowlitz County, Washington"
"67212","19651","1500000US530150012001","Block Group 1, Census Tract 12, Cowlitz County, Washington"
"64808","12413","1500000US530150012002","Block Group 2, Census Tract 12, Cowlitz County, Washington"
"91818","31303","1500000US530150012003","Block Group 3, Census Tract 12, Cowlitz County, Washington"
"57348","11611","1500000US530150012004","Block Group 4, Census Tract 12, Cowlitz County, Washington"
"53750","11325","1500000US530150013001","Block Group 1, Census Tract 13, Cowlitz County, Washington"
"67717","19444","1500000US530150013002","Block Group 2, Census Tract 13, Cowlitz County, Washington"
"72045","10293","1500000US530150013003","Block Group 3, Census Tract 13, Cowlitz County, Washington"
"50265","16042","1500000US530150013004","Block Group 4, Census Tract 13, Cowlitz County, Washington"
"70129","12427","1500000US530150015011","Block Group 1, Census Tract 15.01, Cowlitz County, Washington"
"39886","26022","1500000US530150015012","Block Group 2, Census Tract 15.01, Cowlitz County, Washington"
"-","**","1500000US530150015013","Block Group 3, Census Tract 15.01, Cowlitz County, Washington"
"93177","50716","1500000US530150015031","Block Group 1, Census Tract 15.03, Cowlitz County, Washington"
"95811","19236","1500000US530150015032","Block Group 2, Census Tract 15.03, Cowlitz County, Washington"
"79712","47296","1500000US530150015033","Block Group 3, Census Tract 15.03, Cowlitz County, Washington"
"-","**","1500000US530150015041","Block Group 1, Census Tract 15.04, Cowlitz County, Washington"
"55543","14520","1500000US530150015042","Block Group 2, Census Tract 15.04, Cowlitz County, Washington"
"30471","21196","1500000US530150015043","Block Group 3, Census Tract 15.04, Cowlitz County, Washington"
"65993","14824","1500000US530150016011","Block Group 1, Census Tract 16.01, Cowlitz County, Washington"
"123571","66506","1500000US530150016012","Block Group 2, Census Tract 16.01, Cowlitz County, Washington"
"67454","24025","1500000US530150016021","Block Group 1, Census Tract 16.02, Cowlitz County, Washington"
"121111","45333","1500000US530150016022","Block Group 2, Census Tract 16.02, Cowlitz County, Washington"
"80437","20502","1500000US530150017001","Block Group 1, Census Tract 17, Cowlitz County, Washington"
"51932","47962","1500000US530150017002","Block Group 2, Census Tract 17, Cowlitz County, Washington"
"67386","59203","1500000US530150017003","Block Group 3, Census Tract 17, Cowlitz County, Washington"
"71637","25308","1500000US530150017004","Block Group 4, Census Tract 17, Cowlitz County, Washington"
"100048","72216","1500000US530150017005","Block Group 5, Census Tract 17, Cowlitz County, Washington"
"50156","7872","1500000US530150018001","Block Group 1, Census Tract 18, Cowlitz County, Washington"
"64861","11781","1500000US530150018002","Block Group 2, Census Tract 18, Cowlitz County, Washington"
"-","**","1500000US530150019001","Block Group 1, Census Tract 19, Cowlitz County, Washington"
"60134","37970","1500000US530150019002","Block Group 2, Census Tract 19, Cowlitz County, Washington"
"121583","61886","1500000US530150019003","Block Group 3, Census Tract 19, Cowlitz County, Washington"
"83977","36957","1500000US530150019004","Block Group 4, Census Tract 19, Cowlitz County, Washington"
"46000","18606","1500000US530150020011","Block Group 1, Census Tract 20.01, Cowlitz County, Washington"
"66518","12222","1500000US530150020012","Block Group 2, Census Tract 20.01, Cowlitz County, Washington"
"63472","23363","1500000US530150020013","Block Group 3, Census Tract 20.01, Cowlitz County, Washington"
"96691","21862","1500000US530150020014","Block Group 4, Census Tract 20.01, Cowlitz County, Washington"
"42132","19978","1500000US530150020031","Block Group 1, Census Tract 20.03, Cowlitz County, Washington"
"47500","38362","1500000US530150020032","Block Group 2, Census Tract 20.03, Cowlitz County, Washington"
"75778","26250","1500000US530150020033","Block Group 3, Census Tract 20.03, Cowlitz County, Washington"
"64012","14806","1500000US530150020034","Block Group 4, Census Tract 20.03, Cowlitz County, Washington"
"83000","47262","1500000US530150020041","Block Group 1, Census Tract 20.04, Cowlitz County, Washington"
"23965","732","1500000US530150021001","Block Group 1, Census Tract 21, Cowlitz County, Washington"
"54821","16623","1500000US530150021002","Block Group 2, Census Tract 21, Cowlitz County, Washington"
"22128","14344","1500000US530150021003","Block Group 3, Census Tract 21, Cowlitz County, Washington"
"-","**","1500000US530150021004","Block Group 4, Census Tract 21, Cowlitz County, Washington"
"31198","10344","1500000US530159800001","Block Group 1, Census Tract 9800, Cowlitz County, Washington"
"62898","16156","1500000US530179501011","Block Group 1, Census Tract 9501.01, Douglas County, Washington"
"42422","29073","1500000US530179501012","Block Group 2, Census Tract 9501.01, Douglas County, Washington"
"28185","14466","1500000US530179501013","Block Group 3, Census Tract 9501.01, Douglas County, Washington"
"74250","53300","1500000US530179501014","Block Group 4, Census Tract 9501.01, Douglas County, Washington"
"53125","8262","1500000US530179501021","Block Group 1, Census Tract 9501.02, Douglas County, Washington"
"46341","6790","1500000US530179501022","Block Group 2, Census Tract 9501.02, Douglas County, Washington"
"51042","12600","1500000US530179501023","Block Group 3, Census Tract 9501.02, Douglas County, Washington"
"56410","4886","1500000US530179502001","Block Group 1, Census Tract 9502, Douglas County, Washington"
"64058","13975","1500000US530179502002","Block Group 2, Census Tract 9502, Douglas County, Washington"
"80288","17733","1500000US530179503001","Block Group 1, Census Tract 9503, Douglas County, Washington"
"65219","60174","1500000US530179503002","Block Group 2, Census Tract 9503, Douglas County, Washington"
"89129","10201","1500000US530179503003","Block Group 3, Census Tract 9503, Douglas County, Washington"
"65298","30393","1500000US530179503004","Block Group 4, Census Tract 9503, Douglas County, Washington"
"52121","11354","1500000US530179503005","Block Group 5, Census Tract 9503, Douglas County, Washington"
"-","**","1500000US530179504001","Block Group 1, Census Tract 9504, Douglas County, Washington"
"59801","26638","1500000US530179504002","Block Group 2, Census Tract 9504, Douglas County, Washington"
"78260","12298","1500000US530179504003","Block Group 3, Census Tract 9504, Douglas County, Washington"
"82038","16581","1500000US530179504004","Block Group 4, Census Tract 9504, Douglas County, Washington"
"61082","8974","1500000US530179505001","Block Group 1, Census Tract 9505, Douglas County, Washington"
"53324","6714","1500000US530179505002","Block Group 2, Census Tract 9505, Douglas County, Washington"
"52098","18947","1500000US530179505003","Block Group 3, Census Tract 9505, Douglas County, Washington"
"73438","35108","1500000US530179506001","Block Group 1, Census Tract 9506, Douglas County, Washington"
"78664","2869","1500000US530179506002","Block Group 2, Census Tract 9506, Douglas County, Washington"
"87037","8345","1500000US530179506003","Block Group 3, Census Tract 9506, Douglas County, Washington"
"108438","37734","1500000US530179506004","Block Group 4, Census Tract 9506, Douglas County, Washington"
"39034","11828","1500000US530179507001","Block Group 1, Census Tract 9507, Douglas County, Washington"
"57656","15479","1500000US530179507002","Block Group 2, Census Tract 9507, Douglas County, Washington"
"52167","11725","1500000US530179507003","Block Group 3, Census Tract 9507, Douglas County, Washington"
"58500","41458","1500000US530179508001","Block Group 1, Census Tract 9508, Douglas County, Washington"
"74427","31715","1500000US530179508002","Block Group 2, Census Tract 9508, Douglas County, Washington"
"57381","19863","1500000US530179508003","Block Group 3, Census Tract 9508, Douglas County, Washington"
"40000","12310","1500000US530199400001","Block Group 1, Census Tract 9400, Ferry County, Washington"
"38929","7804","1500000US530199400002","Block Group 2, Census Tract 9400, Ferry County, Washington"
"36771","15955","1500000US530199701001","Block Group 1, Census Tract 9701, Ferry County, Washington"
"35833","30502","1500000US530199701002","Block Group 2, Census Tract 9701, Ferry County, Washington"
"43875","24105","1500000US530199701003","Block Group 3, Census Tract 9701, Ferry County, Washington"
"46080","22839","1500000US530199702001","Block Group 1, Census Tract 9702, Ferry County, Washington"
"64886","14669","1500000US530199702002","Block Group 2, Census Tract 9702, Ferry County, Washington"
"27143","14600","1500000US530199702003","Block Group 3, Census Tract 9702, Ferry County, Washington"
"67636","33820","1500000US530210201011","Block Group 1, Census Tract 201.01, Franklin County, Washington"
"33443","2707","1500000US530210201012","Block Group 2, Census Tract 201.01, Franklin County, Washington"
"27995","7828","1500000US530210201021","Block Group 1, Census Tract 201.02, Franklin County, Washington"
"61619","25757","1500000US530210201022","Block Group 2, Census Tract 201.02, Franklin County, Washington"
"57856","2251","1500000US530210201023","Block Group 3, Census Tract 201.02, Franklin County, Washington"
"70084","28217","1500000US530210201031","Block Group 1, Census Tract 201.03, Franklin County, Washington"
"-","**","1500000US530210201032","Block Group 2, Census Tract 201.03, Franklin County, Washington"
"35380","18311","1500000US530210202011","Block Group 1, Census Tract 202.01, Franklin County, Washington"
"36250","16097","1500000US530210202012","Block Group 2, Census Tract 202.01, Franklin County, Washington"
"26250","10945","1500000US530210202021","Block Group 1, Census Tract 202.02, Franklin County, Washington"
"53615","21030","1500000US530210202022","Block Group 2, Census Tract 202.02, Franklin County, Washington"
"29219","27934","1500000US530210203001","Block Group 1, Census Tract 203, Franklin County, Washington"
"51296","15875","1500000US530210203002","Block Group 2, Census Tract 203, Franklin County, Washington"
"45108","12400","1500000US530210203003","Block Group 3, Census Tract 203, Franklin County, Washington"
"54000","29769","1500000US530210203004","Block Group 4, Census Tract 203, Franklin County, Washington"
"48733","11112","1500000US530210204011","Block Group 1, Census Tract 204.01, Franklin County, Washington"
"100035","97299","1500000US530210204021","Block Group 1, Census Tract 204.02, Franklin County, Washington"
"-","**","1500000US530210204022","Block Group 2, Census Tract 204.02, Franklin County, Washington"
"-","**","1500000US530210204031","Block Group 1, Census Tract 204.03, Franklin County, Washington"
"81086","27281","1500000US530210204032","Block Group 2, Census Tract 204.03, Franklin County, Washington"
"39271","8274","1500000US530210204041","Block Group 1, Census Tract 204.04, Franklin County, Washington"
"18125","4043","1500000US530210204042","Block Group 2, Census Tract 204.04, Franklin County, Washington"
"105000","12196","1500000US530210205011","Block Group 1, Census Tract 205.01, Franklin County, Washington"
"123478","25372","1500000US530210205012","Block Group 2, Census Tract 205.01, Franklin County, Washington"
"77273","26142","1500000US530210205013","Block Group 3, Census Tract 205.01, Franklin County, Washington"
"68594","48211","1500000US530210205014","Block Group 4, Census Tract 205.01, Franklin County, Washington"
"86522","79419","1500000US530210205031","Block Group 1, Census Tract 205.03, Franklin County, Washington"
"88032","30721","1500000US530210205032","Block Group 2, Census Tract 205.03, Franklin County, Washington"
"120660","37528","1500000US530210205033","Block Group 3, Census Tract 205.03, Franklin County, Washington"
"60319","18008","1500000US530210205041","Block Group 1, Census Tract 205.04, Franklin County, Washington"
"112750","44259","1500000US530210205042","Block Group 2, Census Tract 205.04, Franklin County, Washington"
"51063","33923","1500000US530210205043","Block Group 3, Census Tract 205.04, Franklin County, Washington"
"85493","71513","1500000US530210205044","Block Group 4, Census Tract 205.04, Franklin County, Washington"
"63271","17558","1500000US530210206031","Block Group 1, Census Tract 206.03, Franklin County, Washington"
"74740","23663","1500000US530210206032","Block Group 2, Census Tract 206.03, Franklin County, Washington"
"98109","22649","1500000US530210206051","Block Group 1, Census Tract 206.05, Franklin County, Washington"
"64232","5967","1500000US530210206052","Block Group 2, Census Tract 206.05, Franklin County, Washington"
"102083","43578","1500000US530210206053","Block Group 3, Census Tract 206.05, Franklin County, Washington"
"61250","34444","1500000US530210206061","Block Group 1, Census Tract 206.06, Franklin County, Washington"
"112250","15107","1500000US530210206062","Block Group 2, Census Tract 206.06, Franklin County, Washington"
"92000","27743","1500000US530210206063","Block Group 3, Census Tract 206.06, Franklin County, Washington"
"67078","17511","1500000US530210206064","Block Group 4, Census Tract 206.06, Franklin County, Washington"
"108750","7758","1500000US530210206071","Block Group 1, Census Tract 206.07, Franklin County, Washington"
"95776","18255","1500000US530210206072","Block Group 2, Census Tract 206.07, Franklin County, Washington"
"65650","15807","1500000US530210206081","Block Group 1, Census Tract 206.08, Franklin County, Washington"
"109236","10422","1500000US530210206082","Block Group 2, Census Tract 206.08, Franklin County, Washington"
"91400","40411","1500000US530210206083","Block Group 3, Census Tract 206.08, Franklin County, Washington"
"45313","21392","1500000US530210206084","Block Group 4, Census Tract 206.08, Franklin County, Washington"
"78872","4328","1500000US530210207001","Block Group 1, Census Tract 207, Franklin County, Washington"
"56016","44468","1500000US530210208011","Block Group 1, Census Tract 208.01, Franklin County, Washington"
"102946","65613","1500000US530210208012","Block Group 2, Census Tract 208.01, Franklin County, Washington"
"69125","34061","1500000US530210208013","Block Group 3, Census Tract 208.01, Franklin County, Washington"
"71925","11027","1500000US530210208021","Block Group 1, Census Tract 208.02, Franklin County, Washington"
"-","**","1500000US530210208022","Block Group 2, Census Tract 208.02, Franklin County, Washington"
"72143","18703","1500000US530210208023","Block Group 3, Census Tract 208.02, Franklin County, Washington"
"-","**","1500000US530219801001","Block Group 1, Census Tract 9801, Franklin County, Washington"
"43415","5281","1500000US530239703001","Block Group 1, Census Tract 9703, Garfield County, Washington"
"83942","14045","1500000US530239703002","Block Group 2, Census Tract 9703, Garfield County, Washington"
"44671","9689","1500000US530239703003","Block Group 3, Census Tract 9703, Garfield County, Washington"
"64792","22489","1500000US530250101001","Block Group 1, Census Tract 101, Grant County, Washington"
"59837","21804","1500000US530250101002","Block Group 2, Census Tract 101, Grant County, Washington"
"38594","16154","1500000US530250101003","Block Group 3, Census Tract 101, Grant County, Washington"
"43333","15258","1500000US530250101004","Block Group 4, Census Tract 101, Grant County, Washington"
"-","**","1500000US530250102001","Block Group 1, Census Tract 102, Grant County, Washington"
"89414","33979","1500000US530250102002","Block Group 2, Census Tract 102, Grant County, Washington"
"37805","10191","1500000US530250103001","Block Group 1, Census Tract 103, Grant County, Washington"
"55455","22071","1500000US530250103002","Block Group 2, Census Tract 103, Grant County, Washington"
"55083","13580","1500000US530250103003","Block Group 3, Census Tract 103, Grant County, Washington"
"55313","40867","1500000US530250104011","Block Group 1, Census Tract 104.01, Grant County, Washington"
"83194","18582","1500000US530250104012","Block Group 2, Census Tract 104.01, Grant County, Washington"
"70432","15799","1500000US530250104021","Block Group 1, Census Tract 104.02, Grant County, Washington"
"70038","20108","1500000US530250104022","Block Group 2, Census Tract 104.02, Grant County, Washington"
"94091","57557","1500000US530250105001","Block Group 1, Census Tract 105, Grant County, Washington"
"66667","17265","1500000US530250105002","Block Group 2, Census Tract 105, Grant County, Washington"
"64444","29616","1500000US530250105003","Block Group 3, Census Tract 105, Grant County, Washington"
"74327","60818","1500000US530250106001","Block Group 1, Census Tract 106, Grant County, Washington"
"54734","18052","1500000US530250106002","Block Group 2, Census Tract 106, Grant County, Washington"
"75606","20837","1500000US530250106003","Block Group 3, Census Tract 106, Grant County, Washington"
"47660","19847","1500000US530250106004","Block Group 4, Census Tract 106, Grant County, Washington"
"46712","18969","1500000US530250107001","Block Group 1, Census Tract 107, Grant County, Washington"
"50125","14287","1500000US530250107002","Block Group 2, Census Tract 107, Grant County, Washington"
"86691","29936","1500000US530250107003","Block Group 3, Census Tract 107, Grant County, Washington"
"64470","36463","1500000US530250108001","Block Group 1, Census Tract 108, Grant County, Washington"
"26734","11304","1500000US530250108002","Block Group 2, Census Tract 108, Grant County, Washington"
"45417","23420","1500000US530250108003","Block Group 3, Census Tract 108, Grant County, Washington"
"73603","31222","1500000US530250109011","Block Group 1, Census Tract 109.01, Grant County, Washington"
"61445","25626","1500000US530250109031","Block Group 1, Census Tract 109.03, Grant County, Washington"
"42262","12887","1500000US530250109032","Block Group 2, Census Tract 109.03, Grant County, Washington"
"50945","15526","1500000US530250109033","Block Group 3, Census Tract 109.03, Grant County, Washington"
"36801","17113","1500000US530250109041","Block Group 1, Census Tract 109.04, Grant County, Washington"
"54205","28937","1500000US530250109042","Block Group 2, Census Tract 109.04, Grant County, Washington"
"71292","10089","1500000US530250109043","Block Group 3, Census Tract 109.04, Grant County, Washington"
"49207","39957","1500000US530250110011","Block Group 1, Census Tract 110.01, Grant County, Washington"
"50890","16101","1500000US530250110012","Block Group 2, Census Tract 110.01, Grant County, Washington"
"118654","72774","1500000US530250110013","Block Group 3, Census Tract 110.01, Grant County, Washington"
"-","**","1500000US530250110021","Block Group 1, Census Tract 110.02, Grant County, Washington"
"49875","19355","1500000US530250110022","Block Group 2, Census Tract 110.02, Grant County, Washington"
"91965","10228","1500000US530250110023","Block Group 3, Census Tract 110.02, Grant County, Washington"
"87411","29593","1500000US530250111011","Block Group 1, Census Tract 111.01, Grant County, Washington"
"89079","18876","1500000US530250111012","Block Group 2, Census Tract 111.01, Grant County, Washington"
"30453","14071","1500000US530250111021","Block Group 1, Census Tract 111.02, Grant County, Washington"
"-","**","1500000US530250111022","Block Group 2, Census Tract 111.02, Grant County, Washington"
"85086","27391","1500000US530250112001","Block Group 1, Census Tract 112, Grant County, Washington"
"84784","10782","1500000US530250112002","Block Group 2, Census Tract 112, Grant County, Washington"
"64755","13333","1500000US530250112003","Block Group 3, Census Tract 112, Grant County, Washington"
"51042","25361","1500000US530250113001","Block Group 1, Census Tract 113, Grant County, Washington"
"41500","9988","1500000US530250113002","Block Group 2, Census Tract 113, Grant County, Washington"
"39596","9573","1500000US530250113003","Block Group 3, Census Tract 113, Grant County, Washington"
"57578","21770","1500000US530250114011","Block Group 1, Census Tract 114.01, Grant County, Washington"
"48854","12663","1500000US530250114031","Block Group 1, Census Tract 114.03, Grant County, Washington"
"77875","44892","1500000US530250114032","Block Group 2, Census Tract 114.03, Grant County, Washington"
"47300","16745","1500000US530250114033","Block Group 3, Census Tract 114.03, Grant County, Washington"
"-","**","1500000US530250114041","Block Group 1, Census Tract 114.04, Grant County, Washington"
"51000","8403","1500000US530250114051","Block Group 1, Census Tract 114.05, Grant County, Washington"
"85335","26082","1500000US530250114061","Block Group 1, Census Tract 114.06, Grant County, Washington"
"91039","19929","1500000US530250114062","Block Group 2, Census Tract 114.06, Grant County, Washington"
"39338","14518","1500000US530270002011","Block Group 1, Census Tract 2.01, Grays Harbor County, Washington"
"46015","6304","1500000US530270002012","Block Group 2, Census Tract 2.01, Grays Harbor County, Washington"
"63795","20221","1500000US530270002013","Block Group 3, Census Tract 2.01, Grays Harbor County, Washington"
"65637","35135","1500000US530270002014","Block Group 4, Census Tract 2.01, Grays Harbor County, Washington"
"46287","17806","1500000US530270002015","Block Group 5, Census Tract 2.01, Grays Harbor County, Washington"
"48939","11188","1500000US530270002016","Block Group 6, Census Tract 2.01, Grays Harbor County, Washington"
"74815","51252","1500000US530270002021","Block Group 1, Census Tract 2.02, Grays Harbor County, Washington"
"34539","28086","1500000US530270002022","Block Group 2, Census Tract 2.02, Grays Harbor County, Washington"
"27755","22953","1500000US530270002023","Block Group 3, Census Tract 2.02, Grays Harbor County, Washington"
"43750","20030","1500000US530270003001","Block Group 1, Census Tract 3, Grays Harbor County, Washington"
"64583","10451","1500000US530270003002","Block Group 2, Census Tract 3, Grays Harbor County, Washington"
"56750","13638","1500000US530270003003","Block Group 3, Census Tract 3, Grays Harbor County, Washington"
"61250","50049","1500000US530270004011","Block Group 1, Census Tract 4.01, Grays Harbor County, Washington"
"90373","21179","1500000US530270004012","Block Group 2, Census Tract 4.01, Grays Harbor County, Washington"
"57083","23435","1500000US530270004021","Block Group 1, Census Tract 4.02, Grays Harbor County, Washington"
"36860","24571","1500000US530270004022","Block Group 2, Census Tract 4.02, Grays Harbor County, Washington"
"73056","20157","1500000US530270004023","Block Group 3, Census Tract 4.02, Grays Harbor County, Washington"
"63456","39300","1500000US530270004024","Block Group 4, Census Tract 4.02, Grays Harbor County, Washington"
"-","**","1500000US530270005011","Block Group 1, Census Tract 5.01, Grays Harbor County, Washington"
"65924","21221","1500000US530270005012","Block Group 2, Census Tract 5.01, Grays Harbor County, Washington"
"62593","47609","1500000US530270005021","Block Group 1, Census Tract 5.02, Grays Harbor County, Washington"
"81399","24431","1500000US530270005022","Block Group 2, Census Tract 5.02, Grays Harbor County, Washington"
"48401","7029","1500000US530270005023","Block Group 3, Census Tract 5.02, Grays Harbor County, Washington"
"61006","8841","1500000US530270006001","Block Group 1, Census Tract 6, Grays Harbor County, Washington"
"42232","8785","1500000US530270006002","Block Group 2, Census Tract 6, Grays Harbor County, Washington"
"79479","14257","1500000US530270006003","Block Group 3, Census Tract 6, Grays Harbor County, Washington"
"53333","6130","1500000US530270007001","Block Group 1, Census Tract 7, Grays Harbor County, Washington"
"43333","25764","1500000US530270007002","Block Group 2, Census Tract 7, Grays Harbor County, Washington"
